,age,workclass, fnlwgt ,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hour-per-week,native-country,income
9015,62, Private," 134,768 ", HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
21293,62, Self-emp-inc," 134,768 ", Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, <=50K
26711,50, Private," 134,766 ", Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, United-States, >50K
19243,56, Private," 134,756 ", HS-grad,9, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
5929,21, ?," 134,746 ", Some-college,10, Never-married, ?, Own-child, White, Female,0,0,35, United-States, <=50K
26695,22, Private," 134,746 ", 10th,6, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States, <=50K
2406,34, Private," 134,737 ", Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
7867,33, Self-emp-not-inc," 134,737 ", HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
7977,34, Private," 134,737 ", Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,55, United-States, >50K
9185,32, Private," 134,737 ", Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, United-States, >50K
15154,34, Private," 134,737 ", Bachelors,13, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, >50K
28760,32, Self-emp-not-inc," 134,737 ", Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,70, United-States, >50K
31134,30, Private," 134,737 ", Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,45, United-States, <=50K
1426,46, Private," 134,727 ", 11th,7, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Male,0,0,43, Germany, <=50K
10733,32, Self-emp-not-inc," 134,727 ", HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
3882,63, Private," 134,699 ", HS-grad,9, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,25, United-States, <=50K
3406,47, Local-gov," 134,671 ", Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
15721,47, Self-emp-not-inc," 134,671 ", HS-grad,9, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
5812,31, Private," 134,613 ", Assoc-voc,11, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,43, United-States, <=50K
5038,28, Private," 134,566 ", Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
5978,29, ?," 134,566 ", Doctorate,16, Married-civ-spouse, ?, Husband, White, Male,0,0,50, United-States, >50K
26295,27, Private," 134,566 ", HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
30536,29, Private," 134,566 ", Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States, <=50K
30358,41, Local-gov," 134,524 ", Assoc-voc,11, Divorced, Craft-repair, Unmarried, White, Female,0,0,45, United-States, <=50K
24312,42, Private," 134,509 ", Some-college,10, Never-married, Transport-moving, Unmarried, Black, Female,0,0,40, United-States, <=50K
22299,17, Private," 134,480 ", 11th,7, Never-married, Priv-house-serv, Own-child, White, Female,0,0,25, United-States, <=50K
12808,39, Self-emp-not-inc," 134,475 ", Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Male,0,1762,40, United-States, <=50K
3232,52, ?," 134,447 ", Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,50, United-States, <=50K
31168,51, Self-emp-not-inc," 134,447 ", HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, United-States, <=50K
5563,38, Local-gov," 134,444 ", Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,72, United-States, <=50K
14416,64, Private," 134,378 ", Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
8358,39, Local-gov," 134,367 ", HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
10911,37, Private," 134,367 ", Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,37, United-States, >50K
19914,35, Private," 134,367 ", Assoc-acdm,12, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
25541,39, Private," 134,367 ", Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1977,24, United-States, >50K
30845,36, Private," 134,367 ", HS-grad,9, Divorced, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
14356,29, Private," 134,331 ", 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
6952,26, Private," 134,287 ", Assoc-voc,11, Never-married, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
20655,57, Self-emp-not-inc," 134,286 ", Some-college,10, Separated, Sales, Not-in-family, White, Male,0,0,35, United-States, <=50K
27567,56, Private," 134,286 ", Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
26044,42, Private," 134,220 ", Assoc-voc,11, Divorced, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
13078,57, Private," 134,195 ", HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
14553,56, Private," 134,195 ", Masters,14, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
13839,22, State-gov," 134,192 ", Some-college,10, Never-married, Tech-support, Own-child, White, Female,0,0,10, United-States, <=50K
3559,24, Local-gov," 134,181 ", Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,50, United-States, <=50K
8745,22, Local-gov," 134,181 ", HS-grad,9, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,50, United-States, <=50K
32117,56, Private," 134,153 ", 10th,6, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
387,29, Private," 134,152 ", HS-grad,9, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
12182,27, Private," 134,152 ", HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
32491,60, ?," 134,152 ", 9th,5, Divorced, ?, Not-in-family, Black, Male,0,0,35, United-States, <=50K
11360,41, Private," 134,130 ", Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
26722,41, Self-emp-not-inc," 134,130 ", HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
27260,66, Private," 134,130 ", Bachelors,13, Widowed, Other-service, Not-in-family, White, Male,0,0,12, United-States, <=50K
13986,44, Private," 134,120 ", HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
30497,55, Private," 134,120 ", 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,99999,0,40, United-States, >50K
9654,25, Private," 134,113 ", Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,30, United-States, <=50K
8813,37, Private," 134,088 ", Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
11785,38, State-gov," 134,069 ", Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,60, United-States, >50K
27456,27, Private," 134,048 ", 11th,7, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
20502,40, Private," 134,026 ", 11th,7, Never-married, Other-service, Other-relative, White, Male,0,0,40, United-States, <=50K
26246,43, Federal-gov," 134,026 ", Some-college,10, Never-married, Adm-clerical, Other-relative, White, Male,2174,0,40, United-States, <=50K
28413,26, Private," 134,004 ", Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
2597,23, Private," 133,985 ", 10th,6, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, United-States, <=50K
18925,19, ?," 133,983 ", Some-college,10, Never-married, ?, Own-child, White, Female,0,0,20, United-States, <=50K
12475,36, Private," 133,974 ", Assoc-voc,11, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
25551,40, Private," 133,974 ", Some-college,10, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
1970,45, Self-emp-not-inc," 133,969 ", HS-grad,9, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, South, >50K
8067,61, Self-emp-not-inc," 133,969 ", HS-grad,9, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,63, South, <=50K
18687,47, Private," 133,969 ", Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,2885,0,65, Japan, <=50K
20194,49, Private," 133,969 ", Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, United-States, >50K
29538,46, Local-gov," 133,969 ", Masters,14, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
1165,50, Private," 133,963 ", Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1977,40, United-States, >50K
7056,50, Private," 133,963 ", HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
7959,50, Local-gov," 133,963 ", Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, >50K
11794,54, ?," 133,963 ", HS-grad,9, Widowed, ?, Own-child, White, Female,0,0,40, United-States, <=50K
14384,50, Private," 133,963 ", Bachelors,13, Divorced, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
14603,53, ?," 133,963 ", HS-grad,9, Divorced, ?, Not-in-family, White, Female,0,0,40, United-States, <=50K
31577,38, Private," 133,963 ", Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, >50K
1765,46, Private," 133,938 ", Masters,14, Divorced, Exec-managerial, Not-in-family, White, Female,27828,0,50, United-States, >50K
542,29, Private," 133,937 ", Doctorate,16, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
5164,27, Private," 133,937 ", Masters,14, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
16081,27, Private," 133,937 ", Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
22822,29, Private," 133,937 ", Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
12868,35, Federal-gov," 133,935 ", Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
19533,27, Private," 133,929 ", Bachelors,13, Never-married, Prof-specialty, Unmarried, White, Female,0,0,36, ?, <=50K
2776,49, State-gov," 133,917 ", Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1902,60, ?, >50K
16648,49, Private," 133,917 ", Assoc-voc,11, Never-married, Sales, Other-relative, Black, Male,0,0,40, ?, <=50K
7623,35, Private," 133,906 ", HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
23310,57, Private," 133,902 ", HS-grad,9, Widowed, Exec-managerial, Unmarried, White, Female,0,0,45, United-States, <=50K
26945,33, Local-gov," 133,876 ", HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
6014,31, Self-emp-inc," 133,861 ", Assoc-voc,11, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
7555,34, ?," 133,861 ", HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,25, United-States, <=50K
18972,32, Private," 133,861 ", Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,13550,0,48, United-States, >50K
21441,31, Private," 133,861 ", Assoc-acdm,12, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
10222,44, Private," 133,853 ", Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
12741,29, State-gov," 133,846 ", Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
16539,22, Private," 133,833 ", Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
30746,22, Private," 133,833 ", Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
1646,71, Self-emp-inc," 133,821 ", HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,20, United-States, >50K
29653,56, Private," 133,819 ", HS-grad,9, Separated, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
2510,31, Private," 133,770 ", Assoc-acdm,12, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
12851,26, Private," 133,766 ", HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, <=50K
2962,68, ?," 133,758 ", 7th-8th,4, Widowed, ?, Not-in-family, Black, Male,0,0,10, United-States, <=50K
12178,47, Private," 133,758 ", HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,1974,40, United-States, <=50K
31293,26, Private," 133,756 ", HS-grad,9, Divorced, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
17676,68, Self-emp-not-inc," 133,736 ", Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,20051,0,40, United-States, >50K
10218,49, Private," 133,729 ", Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,17, United-States, <=50K
9384,28, Private," 133,696 ", Bachelors,13, Never-married, Sales, Unmarried, White, Male,0,0,65, United-States, <=50K
16932,27, Private," 133,696 ", Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,88, United-States, <=50K
17388,29, Private," 133,696 ", Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,8614,0,45, United-States, >50K
4382,48, Self-emp-not-inc," 133,694 ", Bachelors,13, Married-spouse-absent, Exec-managerial, Not-in-family, Black, Male,0,0,40, Jamaica, >50K
12015,41, Local-gov," 133,692 ", Bachelors,13, Divorced, Protective-serv, Unmarried, White, Female,0,0,40, United-States, <=50K
31826,49, Private," 133,669 ", Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
7924,36, Private," 133,655 ", HS-grad,9, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
20013,18, Private," 133,654 ", HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
27394,28, Private," 133,625 ", HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
27607,29, Private," 133,625 ", HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
11966,46, Private," 133,616 ", Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
30846,46, Private," 133,616 ", Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
5838,30, Private," 133,602 ", Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
10370,38, Private," 133,586 ", HS-grad,9, Married-civ-spouse, Protective-serv, Own-child, White, Male,0,0,45, United-States, <=50K
15479,24, State-gov," 133,586 ", Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
9281,42, Self-emp-not-inc," 133,584 ", Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, El-Salvador, <=50K
17167,43, Private," 133,584 ", HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
32178,43, Private," 133,584 ", Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
31089,23, Private," 133,582 ", 1st-4th,2, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,36, Mexico, <=50K
27846,36, Private," 133,569 ", 1st-4th,2, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, Mexico, <=50K
30694,70, ?," 133,536 ", HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,28, United-States, <=50K
17132,24, Private," 133,520 ", Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
4384,20, Private," 133,515 ", Some-college,10, Never-married, Sales, Other-relative, White, Female,0,0,40, United-States, <=50K
18238,23, Private," 133,515 ", HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
29326,20, ?," 133,515 ", Some-college,10, Never-married, ?, Own-child, White, Female,0,0,15, France, <=50K
8545,33, Private," 133,503 ", HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,2635,0,16, United-States, <=50K
10790,34, Private," 133,503 ", Some-college,10, Divorced, Transport-moving, Not-in-family, White, Male,2174,0,40, United-States, <=50K
10819,32, Private," 133,503 ", HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
25040,33, Private," 133,503 ", HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,1977,45, United-States, >50K
31560,33, Private," 133,503 ", HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,7688,0,48, United-States, >50K
